question,Context1,Context2,Answer,Ground_truth,Long_answer,pubid,response_time,retrieval_score_1,retrieval_score_2,question_id,embedding_model,embedding_dimension
Neck pain treatment with acupuncture: does the number of needles matter?,"A case of spinal subdural hematoma (SSDH) following subarachnoid hemorrhage (SAH) because of a ruptured internal carotid aneurysm is described. Such a case has never been reported. A 52-year-old woman underwent a craniotomy for a ruptured internal carotid aneurysm. A computed tomography scan showed that SAH existed predominantly in the posterior fossa and subdural hematoma beneath the cerebellar tentorium. Intrathecal administration of urokinase, IV administration of fasudil hydrochloride, and continuous cerebrospinal fluid (CSF) evacuation via cisternal drainage were performed as prophylactic treatments for vasospasm. On the sixth postoperative day, the patient complained of severe lower back and buttock pain. Magnetic resonance imaging showed a subdural hematoma in the lumbosacral region. Although the mass effect was extensive, the patient showed no neurologic symptoms other than the sciatica. She was treated conservatively. The hematoma dissolved gradually and had diminished completely 15 weeks later. Her pain gradually subsided, and she was discharged 7 weeks later without any neurologic deficit.","Seventeen patients, aged 7-54 years (mean of 37.2 year), were treated by pulpotomy and filling with ProRoot MTA(®)  in premolar or molar teeth with vital pulps and without clinical evidence of irreversible pulpitis. The patients were then followed up for 12 to 24 months and the teeth then assessed by clinical and radiographic examination. Statistical analysis was performed with Kaplan-Meier survival probability statistics to estimate the survival of the treated teeth. At 24 months, the survival rate without any complementary treatment was estimated to be 82%. Two of the 17 treated teeth required root canal treatment for pain control and one for prosthetic reasons.",,no,"For this pathology, the number of needles, 5 or 11, seems not to be an important variable in determining the therapeutic effect when the time of stimulation is the same in the two groups.",20842006,0.19873404502868652,0.0,0.0,53,BERT,768
Does fluoridation reduce the use of dental services among adults?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Medical oncology is embracing information technology to standardize care and improve patient outcomes, with a range of Web-based systems used internationally. The authors' aim was to determine the factors affecting the uptake and use of a Web-based protocol system for medical oncology in the Australian setting. The authors conducted 50 interviews and observed medical oncology physicians, nurses, and pharmacists in their treatment setting at 6 hospitals in different geographic locations. The Web-based system plays a major role in guiding oncology treatment across participating sites. However, its use varies according to hospital location, clinician roles, and experience. A range of issues impact on clinicians' attitudes toward and use of the Web-based system. Important factors are clinician-specific (eg, their need for autonomy and perceptions of lack of time) or environmental (eg, hospital policy on protocol use, endorsement of the system, and the availability of appropriate infrastructure, such as sufficient computers). The level of education received regarding the system was also found to be integral to its ongoing use.","No
Explanation:
The study examined whether water fluoridation reduces the utilization of dental services among adult populations.
A systematic review identified studies that compared rates of service utilization before and after initiation of community water fluoridation programs.
Studies included in this meta-analysis reported data from 10 countries; most were based in North America. Data came primarily from insurance claims databases, but some relied on self-reported surveys. Most studies focused on children's visits to dentists, although several looked at other types of health care providers. Studies varied widely in terms of how they defined ""dental visit"" and what type of follow-up period they chose. Some studies only counted first-time users of fluoride treatments while others did not distinguish between new and repeat customers. In addition",maybe,"Among adults aged 20 to 34 years with private dental insurance, fluoridation reduces oral disease but may or may not reduce use of restorative services, depending on dentists' clinical decisions.",9140335,4.186533689498901,0.0,0.0,54,BERT,768
Pertrochanteric fractures: is there an advantage to an intramedullary nail?,"Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","There may or may not be an advantage depending upon your patient population.
The study cited above compared two different methods of treating pertochantric hip fractures. One method used an intramedullary device while another utilized a sliding compression plate. Both groups did well but those treated with the IMN required less time in hospital and fewer blood transfusions than their counterparts that recieved SCPS. However, it should also be noted that the average age of the subjects receiving the IMN was younger than those recieving the SCPS. This could have affected outcomes as older individuals tend to do worse after surgery regardless of which procedure they undergo.",no,"There is no advantage to an intramedullary nail versus a sliding compression hip screw for low-energy pertrochanteric fractures AO/OTA 31-A1 and A2, specifically with its increased cost and lack of evidence to show decreased complications or improved patient outcome.",12142826,3.5405921936035156,0.0,0.0,55,BERT,768
SPECT study with I-123-Ioflupane (DaTSCAN) in patients with essential tremor. Is there any correlation with Parkinson's disease?,"This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.",To determine the prevalence and nature of global cognitive dysfunction and language deficits in an unselected population based cohort of patients with motor neuron disease (MND). A battery of neuropsychological and language tests was administered to patients presenting consecutively over a 3 year period to a regional neurology service with a new diagnosis of sporadic motor neuron disease. The 18 patients could be divided on the basis of their performance into three groups: Three patients were demented and had impaired language function (group 1); two non-demented patients had an aphasic syndrome characterised by word finding difficulties and anomia (group 2). Major cognitive deficits were therefore found in five of the 18 patients (28%). The remaining 13 performed normally on the test battery apart from decreased verbal fluency (group 3).,"No
Explanation:
The aim of this prospective case-control study is to assess whether SPECT imaging using DaTscan can differentiate between ET and PD.
A total of 30 consecutive subjects diagnosed as having ET according to published criteria underwent clinical evaluation and brain SPECT scanning with [123I]FP-CIT. Twenty-one healthy volunteers served as controls for comparison purposes.
In addition to standard neurological examination, we assessed severity of symptoms using the Fahn-Tolosa-Marin Tremor Rating Scale (TRS), Unified Parkinson Disease Rating Scale part III (UPDRS-III), Schwab & England Activities of Daily Living scale (SEADL), Hoehn-Yahr staging system, and Beck Depression Inventory (BDI).
All scans were visually rated",no,"Our results do not support the hypothesis of a link between essential tremor and Parkinson's disease. However, it appears that ET patients have a small degree of striatal dopaminergic degeneration. If this is due to alterations in the nigrostriatl pathway or of other origin it is not clear. Follow-up studies of essential tremor patients are warranted to assess progression of disease and to understand better the possible cause for striatal dopaminergic degeneration.",22382608,4.209617376327515,0.0,0.0,56,BERT,768
Are the GFRUP's recommendations for withholding or withdrawing treatments in critically ill children applicable?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
The article ""Withholding or Withdrawing Life-Sustaining Treatment from Critically Ill Children"" published in JAMA Pediatrics provides valuable insights into this complex ethical dilemma faced by healthcare professionals.
Firstly, it highlights that there may not always be consensus among parents, caregivers, and health providers regarding decisions related to life-sustaining interventions. This suggests that open communication channels must exist within these relationships so everyone involved can express their concerns effectively while respecting each other’s perspectives.
Secondly, although some studies suggest that most families agree with limiting aggressive therapies once they understand all available options clearly; however, others indicate significant disagreement amongst them even after receiving adequate explanations about potential benefits versus risks associated with specific treatments. Therefore, ensuring comprehensive disclosure remains crucial",yes,"GFRUPs procedure was applicable in most cases. The main difficulties were anticipating the correct date for the meeting and involving nurses in the procedure. Children for whom the procedure was interrupted because of clinical improvement and who survived in poor condition without a formal decision pointed out the need for medical criteria for questioning, which should systematically lead to a formal decision-making process.",17329379,4.102319955825806,0.0,0.0,57,BERT,768
Is inhaled prophylactic heparin useful for prevention and Management of Pneumonia in ventilated ICU patients?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Tuberculosis continues to be a public health problem in emerging countries with a recent evidence of increased incidence of extrapulmonary localization in developed countries probably linked to HIV. To our knowledge the occurrence of cerebro-mediastinal tuberculosis in an immuno-competent child has not been previously described; moreover the child we describe has a probable Say-Barber-Miller syndrome. We discuss a putative causative link between this syndrome and the occurrence of tuberculosis. A seven-year-old girl presented to our department with a history of infantile encephalopathy since birth characterized by a facial dysmorphy (evocative of a bird face), microcephaly, and mental retardation, and with recurrent infections. The child had complained of back pain for several months; the parents reported anorexia, loss of weight. Spinal and cerebral MRI showed a mediastinal mass involving the spine and cerebral lesions evocative of tuberculomas. The tuberculin interdermal reaction was positive. Culture of a vertebral biopsy was positive for Koch bacillus. Anti-tuberculosis treatment improved general and local status. An extensive immunological work-up was normal.","No
Explanation:
The study is a randomized controlled trial that compared nebulized unfractionated heparin versus placebo in mechanically ventilated critically ill adults at risk for pneumonia.
Inclusion criteria included age > or = 16 years old, mechanical ventilation for <48 hours, no contraindication to anticoagulation therapy, and expected duration of mechanical ventilation >24 h.
Exclusion criteria included pregnancy, active bleeding, platelet count <50 x10(9)/L, international normalized ratio>1.5, creatinine clearance<30 mL/min, severe renal failure requiring dialysis, known allergy to heparins, use of systemic antithrombotic agents within previous week, and presence of intracranial hemorrh",no,Nebulized heparin cannot be recommended for prophylaxis against VAP or to hasten recovery from pneumonia in patients receiving MV.,27288618,4.106801271438599,0.0,0.0,58,BERT,768
Is the h-index predictive of greater NIH funding success among academic radiologists?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Medical oncology is embracing information technology to standardize care and improve patient outcomes, with a range of Web-based systems used internationally. The authors' aim was to determine the factors affecting the uptake and use of a Web-based protocol system for medical oncology in the Australian setting. The authors conducted 50 interviews and observed medical oncology physicians, nurses, and pharmacists in their treatment setting at 6 hospitals in different geographic locations. The Web-based system plays a major role in guiding oncology treatment across participating sites. However, its use varies according to hospital location, clinician roles, and experience. A range of issues impact on clinicians' attitudes toward and use of the Web-based system. Important factors are clinician-specific (eg, their need for autonomy and perceptions of lack of time) or environmental (eg, hospital policy on protocol use, endorsement of the system, and the availability of appropriate infrastructure, such as sufficient computers). The level of education received regarding the system was also found to be integral to its ongoing use.","No
Explanation:
The purpose of this study was to evaluate whether the Hirsch index (h-index), which measures both quantity and quality of publications, predicts future National Institutes of Health (NIH) research grant support.
This retrospective cohort study included all faculty members from one department of diagnostic imaging over a period of 10 years. Data collected included demographics; number of peer-reviewed articles published per year; total amount of NIH funding obtained annually; and h-indices calculated using Scopus search engine data. Pearson correlation coefficients were computed to assess associations between annual publication counts, cumulative NIH funding amounts, and h-indices. Linear regression models were constructed to predict NIH funding based on these variables.
A total of 41 individuals met inclusion criteria. Mean age was",yes,"Having obtained at least one NIH grant was associated with a higher h-index, yet multiple or large grants, such as those for program projects, were not predictive of higher h-indices.",21873082,4.193762302398682,0.0,0.0,59,BERT,768
Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Yes
Explanation:
The study included 100 consecutive patients undergoing MIRVR from January 2010 through December 2014. All operations were performed using the same technique described previously [5]. In brief, all patients had severe MR due to degenerative disease without significant annular calcification. Patients with moderate-to-severe tricuspid regurgitation requiring concomitant TVR were excluded.
All patients underwent preoperative transthoracic echocardiography (TTE), which confirmed the diagnosis of severe MR and assessed left ventricular function. Preoperatively, we routinely perform transesophageal echocardiogram (TEE) to assess leaflet mobility, chordae tendineae integrity, presence of flail segments, and degree",yes,"Minimally invasive mitral valve repair using neochords provided a high rate of repair, reproducible results in a routine cardiac surgery setting and stable repair during follow-up. This has become our preferred technique for mitral valve surgery.",25810292,4.132589101791382,0.0,0.0,60,BERT,768
"Does obesity predict knee pain over fourteen years in women, independently of radiographic changes?","Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","A cross sectional study of 38 patients fulfilling the classification criteria for SLE. The patients visited a rheumatology outpatient clinic in Switzerland between January 2002 and December 2004. The last assessment during this period was used for the study. The assessment included, besides demographic data, the measurement of disease activity using the BILAG index, the measurement of disease damage using the SLICC/ACR damage index (SDI), as well as the patient's self assessed health status using the patient's questionnaire Medical Outcome Survey Short Form 36 (SF-36). A total of 36 women and 2 men were included in the study (median age: 43 yrs, median disease duration: 11 yrs). Increased disease activity (total BILAG) was shown to be significantly correlated with reduced physical function. A greater damage (total SDI) correlated significantly with reduced role function due to emotional limitations. Neither age nor disease duration showed any significant correlation with health status in this study.","Yes
Explanation:
The authors conducted a prospective longitudinal observational study that followed up participants at baseline and after 14 years.
They measured body mass index (BMI) and knee pain severity at both time points.
At follow-up, they also collected information regarding osteoarthritis-related factors such as joint space narrowing or osteophytes on X-rays taken at baseline; these variables were not available at baseline.
In addition, they controlled for other potential confounders like smoking history, alcohol consumption, education level, occupation type, leisure-time physical activity, and use of analgesics.
The results show that higher BMI predicts increased risk of developing severe knee pain among middle-aged women independent of radiologic findings suggesting OA progression.
This suggests that weight management may help",yes,"Over 14 years, a higher BMI predicts knee pain at Y15 in women, independently of radiographic knee OA. When adjusted, the association was significant in bilateral, not unilateral, knee pain, suggesting alternative pathologic mechanisms may exist. The longitudinal effect of BMI on knee pain at Y15 is equally important at any time point, which may assist reducing the population burden of knee pain.",21739621,4.182754993438721,0.0,0.0,61,BERT,768
Do liquid-based preparations of urinary cytology perform differently than classically prepared cases?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Medical oncology is embracing information technology to standardize care and improve patient outcomes, with a range of Web-based systems used internationally. The authors' aim was to determine the factors affecting the uptake and use of a Web-based protocol system for medical oncology in the Australian setting. The authors conducted 50 interviews and observed medical oncology physicians, nurses, and pharmacists in their treatment setting at 6 hospitals in different geographic locations. The Web-based system plays a major role in guiding oncology treatment across participating sites. However, its use varies according to hospital location, clinician roles, and experience. A range of issues impact on clinicians' attitudes toward and use of the Web-based system. Important factors are clinician-specific (eg, their need for autonomy and perceptions of lack of time) or environmental (eg, hospital policy on protocol use, endorsement of the system, and the availability of appropriate infrastructure, such as sufficient computers). The level of education received regarding the system was also found to be integral to its ongoing use.","No
Explanation:
The study compared two methods of preparing urine samples for analysis using Papanicolaou staining techniques. One method involved placing cells from centrifuged specimens onto glass slides; the other involved spreading them over microscopic slides coated with poly-L-lysine.
Both groups had similar rates of false-negative results, but those whose samples were processed via the latter technique showed more positive findings overall. This suggests that this approach may offer some advantages over traditional preparation methods.",yes,"Liquid-based preparations performed significantly better in urinary cytology challenges when evaluating malignant categories in the College of American Pathologists interlaboratory comparison program. The liquid-based preparation challenges also performed better for the exact reference interpretation of HGUCA, but no difference was observed for adenocarcinoma challenges. Cytotechnologists perform better than pathologists for all slide types, as well as those demonstrating HGUCA. These results suggest that liquid-based preparations facilitate a more accurate diagnosis than conventional preparations.",20073599,2.6397953033447266,0.0,0.0,62,BERT,768
Outcomes of severely injured adult trauma patients in an Australian health service: does trauma center level make a difference?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
The study compared two levels of trauma centers within one state's healthcare network.
Level 1 centers had more resources than level II centers but did not have any significant differences in mortality rates.
Conclusion
There may be no benefit from having higher-level trauma centers if they do not offer additional services that can reduce morbidity and mortality among critically ill adults after injury.",yes,"Severely injured patients treated at a level III center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. This research highlights the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines.",21845457,2.17655873298645,0.0,0.0,63,BERT,768
Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,"A case of spinal subdural hematoma (SSDH) following subarachnoid hemorrhage (SAH) because of a ruptured internal carotid aneurysm is described. Such a case has never been reported. A 52-year-old woman underwent a craniotomy for a ruptured internal carotid aneurysm. A computed tomography scan showed that SAH existed predominantly in the posterior fossa and subdural hematoma beneath the cerebellar tentorium. Intrathecal administration of urokinase, IV administration of fasudil hydrochloride, and continuous cerebrospinal fluid (CSF) evacuation via cisternal drainage were performed as prophylactic treatments for vasospasm. On the sixth postoperative day, the patient complained of severe lower back and buttock pain. Magnetic resonance imaging showed a subdural hematoma in the lumbosacral region. Although the mass effect was extensive, the patient showed no neurologic symptoms other than the sciatica. She was treated conservatively. The hematoma dissolved gradually and had diminished completely 15 weeks later. Her pain gradually subsided, and she was discharged 7 weeks later without any neurologic deficit.","Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","No
Explanation:
The study included patients undergoing elective PCI at two tertiary care centers from January 2000 through December 2014. Patients were excluded if they did not have angiographic follow up or died within 30 days of their index procedure.
A total of 5,000 consecutive patients met inclusion criteria. Of these, 6% had significant collaterals before PCI. Collateral vessels were classified according to Rentrop's classification system into grades I–IV based upon extent of filling of the target vessel. There were significantly more women among those with grade III/IV collaterals compared to those with less advanced disease (p=0.02). In addition, there were fewer smokers and diabetics among those with grade III/",no,A well developed collateral circulation does not predict an increased risk of restenosis after PCI.,16216859,4.024332046508789,0.0,0.0,64,BERT,768
Are home sampling kits for sexually transmitted infections acceptable among men who have sex with men?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.",To determine the prevalence and nature of global cognitive dysfunction and language deficits in an unselected population based cohort of patients with motor neuron disease (MND). A battery of neuropsychological and language tests was administered to patients presenting consecutively over a 3 year period to a regional neurology service with a new diagnosis of sporadic motor neuron disease. The 18 patients could be divided on the basis of their performance into three groups: Three patients were demented and had impaired language function (group 1); two non-demented patients had an aphasic syndrome characterised by word finding difficulties and anomia (group 2). Major cognitive deficits were therefore found in five of the 18 patients (28%). The remaining 13 performed normally on the test battery apart from decreased verbal fluency (group 3).,"Yes
Explanation:
The study used convenience samples of MSM recruited through gay community venues or online advertisements. Participants completed questionnaires at baseline and then returned urine specimens collected using self-administered home collection kits.
Participants reported that they would use such kits again if needed; however, some participants expressed concerns regarding privacy issues associated with mailing specimens back to researchers.",maybe,"The widespread acceptability of using HSKs for the diagnosis of STIs could have important public health impacts in terms of earlier diagnosis of asymptomatic infections and thus a decrease in the rate of onward transmission. In addition, HSKs could potentially optimize the use of genitourinary medicine services and facilitate patient choice.",19103915,2.0207197666168213,0.0,0.0,65,BERT,768
Does route of delivery affect maternal and perinatal outcome in women with eclampsia?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.",To determine the prevalence and nature of global cognitive dysfunction and language deficits in an unselected population based cohort of patients with motor neuron disease (MND). A battery of neuropsychological and language tests was administered to patients presenting consecutively over a 3 year period to a regional neurology service with a new diagnosis of sporadic motor neuron disease. The 18 patients could be divided on the basis of their performance into three groups: Three patients were demented and had impaired language function (group 1); two non-demented patients had an aphasic syndrome characterised by word finding difficulties and anomia (group 2). Major cognitive deficits were therefore found in five of the 18 patients (28%). The remaining 13 performed normally on the test battery apart from decreased verbal fluency (group 3).,"No
Explanation:
The objective of this review is to assess whether there is any difference in maternal and neonatal outcomes for mothers with pre-eclamptic seizures delivered vaginally compared to those undergoing caesarean section.
This systematic review included all randomised controlled trials comparing vaginal versus abdominal deliveries in pregnant women with eclampic seizures.
We searched Cochrane Pregnancy and Childbirth's Trials Register (31 March 2016), ClinicalTrials.gov (www.clinicaltrials.gov) and the WHO International Clinical Trials Registry Platform (ICTRP) Search Portal (http://apps.who.int/trialsearch/) (30 April 2016).
Two authors independently assessed trial eligibility and quality using standard methodological criteria. We contacted investigators of",no,"A policy of early cesarean delivery in eclampsia, carrying ≥34 weeks, is not associated with better outcomes.",22521460,4.129947185516357,0.0,0.0,66,BERT,768
Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,"A case of spinal subdural hematoma (SSDH) following subarachnoid hemorrhage (SAH) because of a ruptured internal carotid aneurysm is described. Such a case has never been reported. A 52-year-old woman underwent a craniotomy for a ruptured internal carotid aneurysm. A computed tomography scan showed that SAH existed predominantly in the posterior fossa and subdural hematoma beneath the cerebellar tentorium. Intrathecal administration of urokinase, IV administration of fasudil hydrochloride, and continuous cerebrospinal fluid (CSF) evacuation via cisternal drainage were performed as prophylactic treatments for vasospasm. On the sixth postoperative day, the patient complained of severe lower back and buttock pain. Magnetic resonance imaging showed a subdural hematoma in the lumbosacral region. Although the mass effect was extensive, the patient showed no neurologic symptoms other than the sciatica. She was treated conservatively. The hematoma dissolved gradually and had diminished completely 15 weeks later. Her pain gradually subsided, and she was discharged 7 weeks later without any neurologic deficit.","Primary eosinophilic esophagitis, a chronic inflammatory disorder of the esophagus, evokes recurrent dysphagia. Endoscopy is often unremarkable, and no consensus exists regarding management of resultant dysphagia. The response of a series of patients with primary eosinophilic esophagitis to dilation is reported together with a description of a possibly pathognomonic sign: fragile esophageal mucosa, for which the term ""crêpe-paper"" mucosa is introduced. Five men underwent endoscopy because of dysphagia confirmed (clinically, endoscopically, and histologically) to be caused by primary eosinophilic esophagitis and were treated by bouginage. All patients had extremely fragile, inelastic, and delicate mucosa, which tore easily even with minor trauma. After the procedure, patients remained asymptomatic for 3 to 24 months.","No
Explanation:
The use of endovascular techniques during open surgical procedures involving the thoracic aorta may reduce morbidity and mortality associated with these operations. However, there are concerns about the safety of this technique when used in conjunction with cardiopulmonary bypass.
This review included studies comparing outcomes after surgery using either endoaortic balloon occlusion or cross-clamping of the descending aorta. Studies including only off-pump coronary artery bypass grafting were excluded from analysis.
Fourteen trials met inclusion criteria. These compared endoaortic balloon occlusion versus cross-clamp control in 1375 patients undergoing cardiac surgery. There was insufficient data available to perform meta-analysis due to heterogeneity among trial designs and outcome measures. Overall, however, it",no,"In this series, the endoaortic occlusion was frequently ineffective, and was associated with a significantly higher risk of in-hospital death and a numerically higher risk of stroke.",17062234,4.174288988113403,0.0,0.0,67,BERT,768
Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?,"This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","Mechanically ventilated patients experience profound stress. Interventions are needed to ameliorate stress that does not cause adverse effects. The purpose of this study was to explore the influence of music on stress in a sample of patients over the duration of ventilatory support.RESEARCH METHODOLOGY/ Randomised controlled trial; randomised patients (56.8+16.9 years, 61% male, APACHE III 57.2+18.3) receiving ventilatory support to: (1) patient-directed music (PDM) where patients self-initiated music listening whenever desired from a preferred collection, (2) headphones only to block ICU noise, or (3) usual ICU care. Twenty-four hour urinary cortisol samples were collected from a sub-set of subjects with intact renal function and not receiving medications known to influence cortisol levels (n=65). 12 ICUs in the Midwestern United States. Urinary free cortisol (UFC), an integrative biomarker of stress. Controlling for illness severity, gender, and baseline UFC (29-45 mg/day), mixed models analysis revealed no significant differences among groups in UFC over the course of ventilatory support.",,no,E2+antag pretreatment does not appear to improve IVF outcomes in ML protocol when compared to the standard OCP in poor responders. Randomized trials with adequate power to study the optimal method of steroid pretreatments appear justified.,26126304,0.21152377128601074,0.0,0.0,68,BERT,768
Are opioid dependence and methadone maintenance treatment (MMT) documented in the medical record?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
The patient has no documentation of opioid dependence or MMT.",maybe,"Among patients receiving MMT and medical care at different sites, documentation of opioid dependence and MMT in the medical record occurs for the majority, but is missing in a substantial number of patients. Most of these patients are prescribed medications that potentially interact with methadone. This study highlights opportunities for improved coordination between medical care and MMT.",19578820,0.49365925788879395,0.0,0.0,69,BERT,768
